dates,Open,High,low,close
2003-07-22,812,906,812,888
2003-07-23,743,743,92,172
2003-07-24,736,736,215,374
2003-07-25,203,779,203,280
2003-07-26,56,831,56,103
2003-07-27,846,846,846,846
2003-07-28,767,800,374,742
2003-07-29,931,931,90,596
2003-07-30,704,704,456,599
2003-07-31,444,890,429,545
2003-08-01,113,513,113,116
2003-08-02,806,806,361,592
2003-08-03,498,658,493,568
2003-08-04,950,950,709,920
2003-08-05,582,582,582,582
2003-08-06,676,676,553,639
2003-08-07,887,887,839,873
2003-08-08,634,634,564,592
2003-08-09,996,996,544,833
2003-08-10,535,535,535,535
2003-08-11,309,599,309,362
2003-08-12,425,647,62,102
2003-08-13,481,762,50,54
2003-08-14,723,723,615,639
2003-08-15,932,932,932,932
2003-08-16,855,855,403,661
2003-08-17,158,409,158,371
2003-08-18,562,562,441,474
2003-08-19,380,580,380,385
2003-08-20,987,987,320,611
2003-08-21,106,287,106,126
2003-08-22,939,939,726,777
2003-08-23,836,913,150,580
2003-08-24,538,801,211,785
2003-08-25,259,854,259,807
2003-08-26,0,801,0,396
2003-08-27,588,588,588,588
2003-08-28,202,862,202,573
2003-08-29,820,820,662,702
2003-08-30,123,459,123,153
2003-08-31,140,304,140,212
2003-09-01,768,768,364,485
2003-09-02,519,519,205,441
2003-09-03,95,704,95,469
2003-09-04,807,807,618,662
2003-09-05,645,786,435,699
2003-09-06,870,870,870,870
2003-09-07,348,889,348,429
2003-09-08,23,58,23,45
2003-09-09,371,371,371,371
2003-09-10,373,688,373,653
2003-09-11,544,544,544,544
2003-09-12,689,715,228,419
2003-09-13,915,915,301,310
2003-09-14,174,174,174,174
2003-09-15,860,860,713,809
2003-09-16,398,673,398,429
2003-09-17,829,829,525,716
2003-09-18,848,848,767,806
2003-09-19,327,730,327,576
2003-09-20,926,947,511,809
2003-09-21,991,991,27,166
2003-09-22,393,834,393,561
2003-09-23,930,930,919,921
2003-09-24,392,641,282,627
2003-09-25,134,554,134,430
2003-09-26,477,934,477,866
2003-09-27,878,878,601,754
2003-09-28,813,813,62,457
2003-09-29,672,672,334,670
2003-09-30,917,917,221,458
2003-10-01,379,735,379,717
2003-10-02,952,952,455,591
2003-10-03,928,928,644,671
2003-10-04,699,699,699,699
2003-10-05,382,639,382,466
2003-10-06,675,675,245,292
2003-10-07,668,668,212,329
2003-10-08,376,855,376,689
2003-10-09,298,298,298,298
2003-10-10,991,991,392,735
2003-10-11,200,572,13,276
2003-10-12,212,247,36,108
2003-10-13,899,899,616,703
2003-10-14,650,695,278,429
2003-10-15,620,620,620,620
2003-10-16,610,610,354,386
2003-10-17,299,299,299,299
2003-10-18,169,169,169,169
2003-10-19,427,900,427,571
2003-10-20,843,843,312,509
2003-10-21,780,806,249,672
2003-10-22,430,563,430,496
2003-10-23,811,811,573,646
2003-10-24,445,445,445,445
2003-10-25,906,906,262,490
2003-10-26,236,958,236,812
2003-10-27,56,950,56,783
2003-10-28,13,716,13,370
2003-10-29,267,267,267,267
2003-10-30,300,860,300,580
2003-10-31,206,206,206,206
2003-11-01,392,714,392,652
2003-11-02,47,884,47,61
2003-11-03,206,368,206,212
2003-11-04,988,988,40,699
2003-11-05,509,509,509,509
2003-11-06,568,568,568,568
2003-11-07,162,302,162,300
2003-11-08,598,598,235,457
2003-11-09,4,6,4,4
2003-11-10,398,585,398,440
2003-11-11,331,331,331,331
2003-11-12,4,183,4,68
2003-11-13,920,920,503,854
2003-11-14,557,557,554,557
2003-11-15,18,237,18,150
2003-11-16,599,599,134,340
2003-11-17,895,895,186,869
2003-11-18,711,727,474,523
2003-11-19,386,525,386,492
2003-11-20,851,851,774,800
2003-11-21,140,496,140,373
2003-11-22,573,573,331,477
2003-11-23,120,120,120,120
2003-11-24,248,305,248,250
2003-11-25,879,879,13,206
2003-11-26,138,138,95,98
2003-11-27,706,706,120,546
2003-11-28,281,281,281,281
2003-11-29,206,442,206,295
2003-11-30,270,443,270,410
2003-12-01,191,746,191,442
2003-12-02,381,930,381,844
2003-12-03,881,881,66,363
2003-12-04,623,623,623,623
2003-12-05,43,383,43,156
2003-12-06,350,350,350,350
2003-12-07,325,478,325,398
2003-12-08,77,347,77,94
2003-12-09,682,922,178,557
2003-12-10,440,623,263,591
2003-12-11,420,420,420,420
2003-12-12,418,546,418,457
2003-12-13,344,344,344,344
2003-12-14,369,827,369,502
2003-12-15,353,353,353,353
2003-12-16,216,216,205,211
2003-12-17,246,269,246,263
2003-12-18,968,968,107,157
2003-12-19,382,763,382,739
2003-12-20,649,649,9,147
2003-12-21,822,822,398,554
2003-12-22,326,608,326,473
2003-12-23,61,570,61,311
2003-12-24,562,562,30,135
2003-12-25,758,758,634,735
2003-12-26,19,292,19,68
2003-12-27,741,893,741,855
2003-12-28,886,886,15,377
2003-12-29,747,747,52,296
2003-12-30,354,354,136,138
2003-12-31,858,858,856,857
2004-01-01,642,642,642,642
2004-01-02,174,174,174,174
2004-01-03,510,510,510,510
2004-01-04,956,956,196,583
2004-01-05,93,561,93,160
2004-01-06,917,917,917,917
2004-01-07,178,271,178,236
2004-01-08,100,870,74,501
2004-01-09,891,891,246,654
2004-01-10,41,434,41,290
2004-01-11,320,320,320,320
2004-01-12,479,937,259,746
2004-01-13,234,540,43,354
2004-01-14,329,768,217,449
2004-01-15,480,933,7,402
2004-01-16,111,472,111,367
2004-01-17,954,954,144,227
2004-01-18,703,703,702,702
2004-01-19,644,644,644,644
2004-01-20,982,982,866,958
2004-01-21,754,958,721,772
2004-01-22,219,337,219,271
2004-01-23,929,929,719,810
2004-01-24,56,153,56,76
2004-01-25,667,667,451,463
2004-01-26,433,453,398,441
2004-01-27,928,928,347,918
2004-01-28,312,875,312,831
2004-01-29,570,631,227,492
2004-01-30,681,681,280,355
2004-01-31,370,370,72,83
2004-02-01,628,781,462,695
2004-02-02,625,625,162,547
2004-02-03,787,787,367,504
2004-02-04,121,298,121,149
2004-02-05,917,917,366,869
2004-02-06,47,849,47,376
2004-02-07,643,643,70,594
2004-02-08,393,439,393,409
2004-02-09,891,891,16,642
2004-02-10,806,806,268,598
2004-02-11,452,452,452,452
2004-02-12,368,368,154,310
2004-02-13,451,530,451,521
2004-02-14,576,576,576,576
2004-02-15,564,564,240,256
2004-02-16,831,964,512,610
2004-02-17,195,195,195,195
2004-02-18,709,966,514,606
2004-02-19,665,782,441,666
2004-02-20,61,567,61,422
2004-02-21,389,389,201,234
2004-02-22,280,762,280,366
2004-02-23,707,707,707,707
2004-02-24,790,790,35,559
2004-02-25,790,790,184,486
2004-02-26,743,743,489,584
2004-02-27,339,360,339,339
2004-02-28,506,650,41,577
2004-02-29,626,626,626,626
2004-03-01,81,81,81,81
2004-03-02,681,681,461,603
2004-03-03,849,849,695,794
2004-03-04,689,689,58,632
2004-03-05,634,634,515,581
2004-03-06,650,650,650,650
2004-03-07,788,853,407,409
2004-03-08,759,759,148,319
2004-03-09,561,561,46,179
2004-03-10,588,588,490,492
2004-03-11,902,902,153,581
2004-03-12,173,384,173,344
2004-03-13,620,620,102,511
2004-03-14,25,374,25,173
2004-03-15,805,805,437,449
2004-03-16,853,853,705,744
2004-03-17,359,493,333,335
2004-03-18,659,659,659,659
2004-03-19,257,716,257,581
2004-03-20,571,571,571,571
2004-03-21,529,529,495,520
2004-03-22,287,825,287,651
2004-03-23,645,645,645,645
2004-03-24,293,677,293,580
2004-03-25,73,143,73,118
2004-03-26,188,547,188,247
2004-03-27,66,587,66,384
2004-03-28,590,891,267,384
2004-03-29,339,848,339,394
2004-03-30,792,792,173,302
2004-03-31,318,641,318,422
2004-04-01,198,474,198,416
2004-04-02,116,840,116,167
2004-04-03,270,598,270,424
2004-04-04,678,678,206,426
2004-04-05,218,657,218,395
2004-04-06,860,860,526,656
2004-04-07,273,273,273,273
2004-04-08,349,371,349,353
2004-04-09,51,526,51,260
2004-04-10,469,735,102,263
2004-04-11,36,572,36,247
2004-04-12,309,338,309,331
2004-04-13,18,224,18,205
2004-04-14,449,783,449,511
2004-04-15,482,482,482,482
2004-04-16,492,942,492,560
2004-04-17,51,251,51,115
2004-04-18,710,710,655,674
2004-04-19,637,637,637,637
2004-04-20,77,662,77,355
2004-04-21,130,579,105,231
2004-04-22,349,349,349,349
2004-04-23,772,772,297,353
2004-04-24,379,379,347,371
2004-04-25,769,769,323,340
2004-04-26,926,926,691,850
2004-04-27,99,671,99,192
2004-04-28,963,963,74,845
2004-04-29,301,742,301,605
2004-04-30,470,470,390,396
2004-05-01,715,715,715,715
2004-05-02,746,746,697,744
2004-05-03,992,992,483,745
2004-05-04,299,299,149,236
2004-05-05,61,105,61,84
2004-05-06,259,259,195,211
2004-05-07,858,858,61,456
2004-05-08,449,449,190,385
2004-05-09,581,905,365,392
2004-05-10,534,534,168,348
2004-05-11,971,971,176,662
2004-05-12,532,532,46,384
2004-05-13,416,416,416,416
2004-05-14,194,269,194,256
2004-05-15,7,34,7,23
2004-05-16,708,708,192,299
2004-05-17,351,351,196,270
2004-05-18,786,786,548,641
2004-05-19,521,521,276,511
2004-05-20,849,849,224,763
2004-05-21,47,398,47,276
2004-05-22,305,305,305,305
2004-05-23,508,508,188,236
2004-05-24,665,665,277,291
2004-05-25,875,875,539,837
2004-05-26,107,953,107,930
2004-05-27,90,452,90,318
2004-05-28,730,730,730,730
2004-05-29,136,521,136,378
2004-05-30,52,183,52,138
2004-05-31,769,769,756,756
2004-06-01,440,440,5,28
2004-06-02,238,290,85,155
2004-06-03,319,319,295,303
2004-06-04,589,589,356,443
2004-06-05,622,739,252,735
2004-06-06,800,836,53,388
2004-06-07,645,645,645,645
2004-06-08,844,844,49,344
2004-06-09,482,482,16,133
2004-06-10,355,881,355,565
2004-06-11,778,778,302,614
2004-06-12,398,954,305,640
2004-06-13,958,958,564,941
2004-06-14,799,799,799,799
2004-06-15,909,909,573,768
2004-06-16,215,304,155,172
2004-06-17,519,868,519,742
2004-06-18,497,829,339,803
2004-06-19,159,342,159,262
2004-06-20,808,909,808,885
2004-06-21,689,706,689,699
2004-06-22,195,703,138,621
2004-06-23,187,696,187,566
2004-06-24,807,807,66,158
2004-06-25,58,794,45,65
2004-06-26,674,731,560,631
2004-06-27,605,620,383,469
2004-06-28,148,291,148,188
2004-06-29,3,159,3,119
2004-06-30,471,471,165,350
2004-07-01,985,985,474,496
2004-07-02,348,954,348,435
2004-07-03,531,531,531,531
2004-07-04,373,373,373,373
2004-07-05,48,743,48,510
2004-07-06,967,967,438,441
2004-07-07,766,766,561,632
2004-07-08,129,804,129,587
2004-07-09,482,482,482,482
2004-07-10,684,749,684,725
2004-07-11,788,788,528,622
2004-07-12,758,758,602,751
2004-07-13,27,230,27,93
2004-07-14,226,445,226,269
2004-07-15,712,712,244,351
2004-07-16,698,698,555,555
2004-07-17,645,852,428,446
2004-07-18,571,571,571,571
2004-07-19,858,858,467,601
2004-07-20,325,785,89,564
2004-07-21,896,896,95,551
2004-07-22,498,498,235,419
2004-07-23,109,390,109,383
2004-07-24,462,462,462,462
2004-07-25,11,94,11,69
2004-07-26,948,948,814,820
2004-07-27,916,916,117,721
2004-07-28,410,802,239,333
2004-07-29,465,891,2,855
2004-07-30,715,715,541,596
2004-07-31,343,815,343,372
2004-08-01,303,546,303,542
2004-08-02,58,367,58,278
2004-08-03,413,733,331,374
2004-08-04,32,310,32,176
2004-08-05,643,643,358,437
2004-08-06,497,721,497,515
2004-08-07,897,897,367,770
2004-08-08,384,529,384,416
2004-08-09,196,578,196,256
2004-08-10,984,984,968,974
2004-08-11,54,300,54,283
2004-08-12,390,645,390,574
2004-08-13,264,330,131,141
2004-08-14,924,924,411,597
2004-08-15,466,822,41,672
2004-08-16,913,913,718,894
2004-08-17,221,380,221,341
2004-08-18,843,843,737,773
2004-08-19,21,297,21,86
2004-08-20,495,495,495,495
2004-08-21,563,563,198,420
2004-08-22,855,855,563,798
2004-08-23,209,209,122,159
2004-08-24,518,768,403,614
2004-08-25,99,883,99,425
2004-08-26,927,927,787,912
2004-08-27,478,872,380,800
2004-08-28,197,744,197,617
2004-08-29,613,639,413,544
2004-08-30,831,831,702,821
2004-08-31,417,417,198,205
2004-09-01,491,532,491,509
2004-09-02,709,709,465,482
2004-09-03,868,868,851,860
2004-09-04,669,669,669,669
2004-09-05,19,233,19,186
2004-09-06,717,717,478,552
2004-09-07,256,265,256,265
2004-09-08,436,613,436,460
2004-09-09,778,778,762,766
2004-09-10,415,415,415,415
2004-09-11,976,976,747,858
2004-09-12,531,531,80,248
2004-09-13,841,841,535,804
2004-09-14,774,774,638,713
2004-09-15,649,960,133,936
2004-09-16,873,873,873,873
2004-09-17,839,839,436,567
2004-09-18,451,451,451,451
2004-09-19,524,907,524,631
2004-09-20,241,674,241,337
2004-09-21,745,963,414,549
2004-09-22,592,959,250,690
2004-09-23,567,567,311,499
2004-09-24,27,596,27,136
2004-09-25,476,476,127,351
2004-09-26,280,802,280,519
2004-09-27,537,537,537,537
2004-09-28,945,975,945,967
2004-09-29,63,557,63,361
2004-09-30,280,688,280,640
2004-10-01,805,805,530,600
2004-10-02,150,543,150,194
2004-10-03,885,885,652,767
2004-10-04,457,549,141,142
2004-10-05,381,381,381,381
2004-10-06,366,366,366,366
2004-10-07,385,500,385,426
2004-10-08,622,622,622,622
2004-10-09,414,483,414,419
2004-10-10,759,856,55,158
2004-10-11,189,189,189,189
2004-10-12,903,903,374,437
2004-10-13,398,891,329,444
2004-10-14,82,198,82,116
2004-10-15,275,519,275,302
2004-10-16,426,426,105,370
2004-10-17,759,759,143,608
2004-10-18,803,803,284,654
2004-10-19,773,773,382,617
2004-10-20,344,955,86,177
2004-10-21,407,630,129,135
2004-10-22,207,207,207,207
2004-10-23,777,868,518,534
2004-10-24,231,601,231,320
2004-10-25,430,451,430,439
2004-10-26,814,814,651,780
2004-10-27,908,908,652,890
2004-10-28,833,843,830,841
2004-10-29,18,440,18,139
2004-10-30,832,995,67,352
2004-10-31,160,689,146,257
2004-11-01,319,895,319,665
2004-11-02,937,937,289,813
2004-11-03,517,517,517,517
2004-11-04,7,489,7,49
2004-11-05,61,755,61,429
2004-11-06,372,372,372,372
2004-11-07,479,771,479,665
2004-11-08,645,645,645,645
2004-11-09,474,474,474,474
2004-11-10,94,852,44,398
2004-11-11,506,827,91,155
2004-11-12,71,71,71,71
2004-11-13,867,867,360,832
2004-11-14,538,653,538,560
2004-11-15,295,332,295,314
2004-11-16,244,926,244,853
2004-11-17,272,306,272,274
2004-11-18,94,963,94,108
2004-11-19,123,958,123,347
2004-11-20,961,961,719,927
2004-11-21,328,328,235,309
2004-11-22,372,705,372,629
2004-11-23,905,905,201,736
2004-11-24,148,945,148,252
2004-11-25,982,982,223,488
2004-11-26,881,881,12,280
2004-11-27,777,777,268,331
2004-11-28,751,751,686,747
2004-11-29,433,433,433,433
2004-11-30,328,348,152,213
2004-12-01,768,768,36,576
2004-12-02,389,975,268,488
2004-12-03,241,480,241,401
2004-12-04,570,918,570,806
2004-12-05,896,896,484,795
2004-12-06,403,403,403,403
2004-12-07,710,710,672,692
2004-12-08,216,216,216,216
2004-12-09,214,214,214,214
2004-12-10,524,698,298,614
2004-12-11,439,492,294,311
2004-12-12,577,577,577,577
2004-12-13,277,674,91,658
2004-12-14,236,454,56,370
2004-12-15,597,597,350,578
2004-12-16,504,504,504,504
2004-12-17,72,803,72,233
2004-12-18,388,460,388,444
2004-12-19,107,691,107,472
2004-12-20,921,921,207,767
2004-12-21,288,288,288,288
2004-12-22,431,459,279,409
2004-12-23,566,970,566,924
2004-12-24,209,364,209,217
2004-12-25,80,905,80,704
2004-12-26,118,118,118,118
2004-12-27,947,947,947,947
2004-12-28,617,617,140,183
2004-12-29,757,757,347,747
2004-12-30,797,797,206,534
2004-12-31,377,985,102,881
2005-01-01,549,798,105,518
2005-01-02,221,561,221,449
2005-01-03,421,421,421,421
2005-01-04,901,901,733,775
2005-01-05,849,849,849,849
2005-01-06,420,420,420,420
2005-01-07,995,995,664,878
2005-01-08,599,691,589,667
2005-01-09,619,670,619,629
2005-01-10,232,284,232,272
2005-01-11,477,477,477,477
2005-01-12,524,524,374,524
2005-01-13,193,348,193,278
2005-01-14,865,865,539,784
2005-01-15,372,886,150,797
2005-01-16,801,893,793,832
2005-01-17,388,416,388,392
2005-01-18,435,435,340,410
2005-01-19,86,287,86,182
2005-01-20,167,167,167,167
2005-01-21,6,316,6,304
2005-01-22,87,922,87,248
2005-01-23,687,687,687,687
2005-01-24,25,926,25,714
2005-01-25,313,347,313,313
2005-01-26,690,729,690,711
2005-01-27,255,818,255,818
2005-01-28,484,486,484,485
2005-01-29,719,719,390,560
2005-01-30,922,922,582,689
2005-01-31,12,792,12,623
2005-02-01,402,890,172,246
2005-02-02,236,236,236,236
2005-02-03,216,216,7,15
2005-02-04,623,623,623,623
2005-02-05,864,864,553,839
2005-02-06,84,419,84,375
2005-02-07,182,434,182,364
2005-02-08,859,859,263,364
2005-02-09,327,832,327,566
2005-02-10,576,576,240,356
2005-02-11,367,402,367,370
2005-02-12,585,585,222,400
2005-02-13,47,708,47,125
2005-02-14,919,919,463,709
2005-02-15,321,321,250,313
2005-02-16,686,686,487,648
2005-02-17,904,904,789,879
2005-02-18,291,384,291,371
2005-02-19,377,874,41,663
2005-02-20,168,418,168,189
2005-02-21,961,961,853,889
2005-02-22,866,866,747,813
2005-02-23,959,959,244,839
2005-02-24,327,327,327,327
2005-02-25,218,218,218,218
2005-02-26,273,519,273,441
2005-02-27,688,853,688,739
2005-02-28,777,777,777,777
2005-03-01,340,696,340,406
2005-03-02,985,985,821,979
2005-03-03,718,718,697,701
2005-03-04,317,626,317,505
2005-03-05,432,432,25,339
2005-03-06,393,393,41,325
2005-03-07,81,541,81,123
2005-03-08,61,82,18,64
2005-03-09,407,730,4,452
2005-03-10,942,942,795,860
2005-03-11,422,422,422,422
2005-03-12,810,830,35,525
2005-03-13,703,944,252,276
2005-03-14,359,359,359,359
2005-03-15,908,908,908,908
2005-03-16,282,625,282,502
2005-03-17,512,512,512,512
2005-03-18,923,923,66,898
2005-03-19,137,564,137,330
2005-03-20,817,817,763,803
2005-03-21,402,435,53,339
2005-03-22,937,937,627,771
2005-03-23,35,205,35,103
2005-03-24,600,863,600,643
2005-03-25,136,956,106,142
2005-03-26,570,975,570,861
2005-03-27,504,567,504,511
2005-03-28,170,461,170,342
2005-03-29,453,916,383,901
2005-03-30,6,494,6,235
2005-03-31,738,738,544,582
2005-04-01,202,696,202,331
2005-04-02,757,778,757,771
2005-04-03,692,692,60,649
2005-04-04,150,852,150,720
2005-04-05,328,716,328,700
2005-04-06,57,985,53,586
2005-04-07,472,508,235,436
2005-04-08,946,946,245,254
2005-04-09,812,812,101,705
2005-04-10,746,746,396,664
2005-04-11,905,905,798,865
2005-04-12,98,453,98,110
2005-04-13,341,550,341,532
2005-04-14,308,818,308,668
2005-04-15,668,954,450,504
2005-04-16,216,580,216,236
2005-04-17,926,926,491,869
2005-04-18,545,995,545,871
2005-04-19,657,819,522,725
2005-04-20,89,191,89,147
2005-04-21,456,546,456,534
2005-04-22,782,786,29,115
2005-04-23,673,673,673,673
2005-04-24,320,501,320,463
2005-04-25,195,333,182,301
2005-04-26,498,498,464,487
2005-04-27,151,520,151,175
2005-04-28,434,768,434,763
2005-04-29,883,883,191,611
2005-04-30,484,684,30,444
2005-05-01,323,323,323,323
2005-05-02,574,731,199,241
2005-05-03,340,340,283,294
2005-05-04,786,786,720,728
2005-05-05,952,952,542,598
2005-05-06,603,603,603,603
2005-05-07,138,582,138,144
2005-05-08,908,908,492,812
2005-05-09,717,717,275,620
2005-05-10,436,436,436,436
2005-05-11,285,519,285,354
2005-05-12,201,468,111,183
2005-05-13,30,603,30,262
2005-05-14,878,878,609,673
2005-05-15,81,177,81,86
2005-05-16,206,500,96,446
2005-05-17,3,882,3,405
2005-05-18,685,765,311,603
2005-05-19,622,685,448,471
2005-05-20,294,863,49,433
2005-05-21,40,115,40,42
2005-05-22,55,697,55,62
2005-05-23,385,385,385,385
2005-05-24,366,650,34,388
2005-05-25,221,736,221,298
2005-05-26,479,479,56,436
2005-05-27,938,938,431,467
2005-05-28,550,550,315,333
2005-05-29,413,449,413,417
2005-05-30,373,422,373,387
2005-05-31,307,725,235,525
2005-06-01,605,605,78,351
2005-06-02,443,443,36,330
2005-06-03,993,993,281,823
2005-06-04,676,880,528,706
2005-06-05,89,746,89,254
2005-06-06,227,696,207,251
2005-06-07,152,164,152,156
2005-06-08,129,734,129,168
2005-06-09,262,262,108,147
2005-06-10,989,989,429,481
2005-06-11,697,800,442,641
2005-06-12,255,353,23,319
2005-06-13,199,362,199,234
2005-06-14,469,469,91,200
2005-06-15,875,875,814,875
2005-06-16,988,988,656,834
2005-06-17,329,450,329,373
2005-06-18,989,989,433,737
2005-06-19,976,976,376,888
2005-06-20,800,800,800,800
2005-06-21,706,706,82,405
2005-06-22,804,804,710,776
2005-06-23,212,212,212,212
2005-06-24,515,890,515,777
2005-06-25,195,332,195,223
2005-06-26,689,689,621,644
2005-06-27,642,642,642,642
2005-06-28,273,938,273,353
2005-06-29,444,882,444,726
2005-06-30,750,750,235,609
2005-07-01,287,287,287,287
2005-07-02,803,889,803,876
2005-07-03,314,346,314,321
2005-07-04,207,783,207,512
2005-07-05,750,750,585,707
2005-07-06,232,232,232,232
2005-07-07,5,198,5,172
2005-07-08,467,681,467,608
2005-07-09,243,284,243,261
2005-07-10,569,569,569,569
2005-07-11,16,194,16,130
2005-07-12,670,670,670,670
2005-07-13,429,675,429,521
2005-07-14,713,713,43,156
2005-07-15,191,587,191,497
2005-07-16,234,234,234,234
2005-07-17,677,677,677,677
2005-07-18,915,915,144,178
2005-07-19,426,816,426,478
2005-07-20,693,830,584,704
2005-07-21,764,764,654,690
2005-07-22,814,814,684,714
2005-07-23,149,149,149,149
2005-07-24,374,750,374,603
2005-07-25,965,965,504,851
2005-07-26,863,863,863,863
2005-07-27,426,426,14,280
2005-07-28,421,421,421,421
2005-07-29,181,936,27,85
2005-07-30,979,979,661,667
2005-07-31,522,522,522,522
2005-08-01,364,364,117,311
2005-08-02,427,593,427,460
2005-08-03,182,707,27,359
2005-08-04,252,252,252,252
2005-08-05,42,971,42,496
2005-08-06,93,125,15,17
2005-08-07,361,361,361,361
2005-08-08,158,501,158,280
2005-08-09,525,859,525,805
2005-08-10,542,858,227,383
2005-08-11,921,921,872,918
2005-08-12,713,713,32,386
2005-08-13,893,893,135,763
2005-08-14,54,293,54,165
2005-08-15,984,986,745,796
2005-08-16,350,501,115,445
2005-08-17,252,359,191,319
2005-08-18,404,945,404,918
2005-08-19,696,696,229,495
2005-08-20,39,389,39,250
2005-08-21,457,792,457,486
2005-08-22,717,717,458,523
2005-08-23,321,886,299,751
2005-08-24,82,555,82,221
2005-08-25,912,912,912,912
2005-08-26,185,409,185,270
2005-08-27,676,676,7,640
2005-08-28,694,694,694,694
2005-08-29,67,458,67,267
2005-08-30,684,684,436,665
2005-08-31,304,832,304,672
2005-09-01,950,950,600,707
2005-09-02,448,448,87,197
2005-09-03,80,378,80,184
2005-09-04,162,672,162,536
2005-09-05,84,606,84,261
2005-09-06,280,800,128,619
2005-09-07,128,164,128,130
2005-09-08,547,589,92,493
2005-09-09,712,712,712,712
2005-09-10,464,464,464,464
2005-09-11,281,281,281,281
2005-09-12,383,383,383,383
2005-09-13,324,431,207,418
2005-09-14,633,722,543,569
2005-09-15,508,508,508,508
2005-09-16,380,380,380,380
2005-09-17,490,490,490,490
2005-09-18,971,971,80,298
2005-09-19,245,573,79,513
2005-09-20,538,667,27,472
2005-09-21,111,111,111,111
2005-09-22,170,551,170,309
2005-09-23,990,990,273,721
2005-09-24,117,681,0,352
2005-09-25,712,712,706,711
2005-09-26,393,770,319,496
2005-09-27,589,991,588,745
2005-09-28,214,944,214,442
2005-09-29,821,821,316,723
2005-09-30,905,905,905,905
2005-10-01,36,456,36,359
2005-10-02,429,429,82,166
2005-10-03,862,963,712,895
2005-10-04,466,466,466,466
2005-10-05,494,494,494,494
2005-10-06,656,656,656,656
2005-10-07,219,589,219,558
2005-10-08,448,864,276,613
2005-10-09,959,959,912,956
2005-10-10,340,418,208,319
2005-10-11,811,919,678,708
2005-10-12,77,423,77,210
2005-10-13,896,896,896,896
2005-10-14,771,771,21,67
2005-10-15,873,873,97,206
2005-10-16,287,539,287,499
2005-10-17,87,180,87,99
2005-10-18,832,832,511,631
2005-10-19,687,995,687,742
2005-10-20,547,547,228,380
2005-10-21,261,711,261,299
2005-10-22,506,506,506,506
2005-10-23,557,997,451,482
2005-10-24,67,597,67,394
2005-10-25,928,928,77,830
2005-10-26,116,667,116,591
2005-10-27,642,709,227,262
2005-10-28,964,997,289,419
2005-10-29,866,866,369,537
2005-10-30,566,605,566,601
2005-10-31,357,562,357,360
2005-11-01,776,999,130,804
2005-11-02,545,545,249,430
2005-11-03,168,686,168,510
2005-11-04,656,801,407,799
2005-11-05,952,952,95,760
2005-11-06,669,669,404,444
2005-11-07,898,898,789,864
2005-11-08,381,381,381,381
2005-11-09,132,777,53,776
2005-11-10,313,313,313,313
2005-11-11,188,188,17,180
2005-11-12,973,973,498,631
2005-11-13,967,967,739,844
2005-11-14,45,499,45,409
2005-11-15,661,661,661,661
2005-11-16,150,963,150,476
2005-11-17,87,690,87,293
2005-11-18,666,666,618,627
2005-11-19,941,941,695,827
2005-11-20,916,916,496,773
2005-11-21,540,540,350,464
2005-11-22,157,916,157,316
2005-11-23,98,790,98,657
2005-11-24,924,924,760,788
2005-11-25,861,861,780,793
2005-11-26,612,982,218,353
2005-11-27,689,851,138,326
2005-11-28,691,691,682,689
2005-11-29,393,393,393,393
2005-11-30,179,838,179,645
2005-12-01,107,215,107,178
2005-12-02,209,558,136,219
2005-12-03,256,471,256,430
2005-12-04,348,348,348,348
2005-12-05,829,829,741,776
2005-12-06,679,679,629,677
2005-12-07,870,870,675,719
2005-12-08,505,505,505,505
2005-12-09,732,732,524,565
2005-12-10,302,906,302,761
2005-12-11,163,304,163,274
2005-12-12,886,886,647,880
2005-12-13,540,540,540,540
2005-12-14,28,789,28,179
2005-12-15,311,627,190,588
2005-12-16,448,448,90,418
2005-12-17,104,152,104,132
2005-12-18,357,499,357,424
2005-12-19,443,443,109,406
2005-12-20,703,823,304,710
2005-12-21,377,928,377,518
2005-12-22,124,862,124,616
2005-12-23,306,306,306,306
2005-12-24,6,669,6,515
2005-12-25,271,989,94,387
2005-12-26,955,955,134,781
2005-12-27,623,623,307,344
2005-12-28,143,821,143,332
2005-12-29,615,711,244,701
2005-12-30,55,79,55,70
2005-12-31,315,615,315,594
2006-01-01,444,677,374,665
2006-01-02,719,719,687,712
2006-01-03,153,839,153,318
2006-01-04,751,751,262,512
2006-01-05,263,263,263,263
2006-01-06,966,966,642,947
2006-01-07,451,451,25,302
2006-01-08,37,316,37,114
2006-01-09,434,434,434,434
2006-01-10,840,840,816,824
2006-01-11,321,321,317,317
2006-01-12,866,866,66,413
2006-01-13,176,176,176,176
2006-01-14,350,350,350,350
2006-01-15,728,737,10,400
2006-01-16,126,299,126,134
2006-01-17,785,785,759,760
2006-01-18,228,447,228,285
2006-01-19,427,427,294,304
2006-01-20,384,384,384,384
2006-01-21,441,441,441,441
2006-01-22,557,557,557,557
2006-01-23,315,319,315,317
2006-01-24,146,146,146,146
2006-01-25,720,992,268,720
2006-01-26,240,547,240,323
2006-01-27,394,394,394,394
2006-01-28,373,373,255,317
2006-01-29,941,941,418,826
2006-01-30,440,440,440,440
2006-01-31,62,162,62,70
2006-02-01,188,986,188,761
2006-02-02,337,781,337,419
2006-02-03,792,792,35,671
2006-02-04,531,587,531,565
2006-02-05,891,891,775,864
2006-02-06,954,954,648,790
2006-02-07,22,595,22,218
